Unnamed: 0,9,10,11,12,13,M,Unnamed: 7,FM APO and NC Fee,Unnamed: 9,Unnamed: 10,Unnamed: 11,1,2,3,4,5,6,7,8,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,"White = Input, Blue = formula, Green = lookup from this tab. NGS, and PTMT inputs should be cost plus markup (20% for NGS, 3% for PTMT). PostOne inputs should be PM CPP for 1-10lbs and PM Retail for 11-25lbs) RPD Inputs should be UPS Ground Comm Tariff.",Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority640,SDS,FirstMilePriority,640,24.8,24.8,25.19,26.76,28.18,31.97,32.78,34.38,150.82,150.82,150.82,150.82,150.82,150.82
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority656,SDS,FirstMilePriority,656,25.2,25.2,25.64,27.24,28.68,32.6,33.42,35.05,153.4,153.4,153.4,153.4,153.4,153.4
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority672,SDS,FirstMilePriority,672,25.67,25.67,26.09,27.73,29.22,33.22,34.08,35.74,155.95,155.95,155.95,155.95,155.95,155.95
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority688,SDS,FirstMilePriority,688,26.11,26.11,26.53,28.24,29.71,33.83,34.7,36.43,158.54,158.54,158.54,158.54,158.54,158.54
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority704,SDS,FirstMilePriority,704,26.54,26.54,26.99,28.72,30.25,34.45,35.34,37.1,161.06,161.06,161.06,161.06,161.06,161.06
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority720,SDS,FirstMilePriority,720,26.99,26.99,27.46,29.22,30.78,35.09,36.0,37.76,163.69,163.69,163.69,163.69,163.69,163.69
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority736,SDS,FirstMilePriority,736,27.44,27.44,27.9,29.7,31.3,35.68,36.64,38.44,166.25,166.25,166.25,166.25,166.25,166.25
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority752,SDS,FirstMilePriority,752,27.86,27.86,28.33,30.17,31.81,36.29,37.3,39.14,168.85,168.85,168.85,168.85,168.85,168.85
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority768,SDS,FirstMilePriority,768,28.26,28.26,28.76,30.71,32.33,36.92,37.91,39.83,171.36,171.36,171.36,171.36,171.36,171.36
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority784,SDS,FirstMilePriority,784,28.73,28.73,29.24,31.18,32.86,37.54,38.56,40.5,173.99,173.99,173.99,173.99,173.99,173.99
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority800,SDS,FirstMilePriority,800,29.2,29.2,29.69,31.63,33.4,38.17,39.19,41.2,176.56,176.56,176.56,176.56,176.56,176.56
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority816,SDS,FirstMilePriority,816,29.6,29.6,30.13,32.15,33.91,38.8,39.84,41.88,179.1,179.1,179.1,179.1,179.1,179.1
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority832,SDS,FirstMilePriority,832,30.06,30.06,30.58,32.64,34.45,39.41,40.49,42.56,181.7,181.7,181.7,181.7,181.7,181.7
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority848,SDS,FirstMilePriority,848,30.52,30.52,31.06,33.13,34.99,40.04,41.18,43.26,184.3,184.3,184.3,184.3,184.3,184.3
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority864,SDS,FirstMilePriority,864,30.94,30.94,31.52,33.61,35.53,40.69,41.82,43.92,186.86,186.86,186.86,186.86,186.86,186.86
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority880,SDS,FirstMilePriority,880,31.38,31.38,31.97,34.15,36.04,41.3,42.48,44.62,189.38,189.38,189.38,189.38,189.38,189.38
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority896,SDS,FirstMilePriority,896,31.82,31.82,32.41,34.64,36.55,41.93,43.12,45.32,191.98,191.98,191.98,191.98,191.98,191.98
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority912,SDS,FirstMilePriority,912,32.3,32.3,32.87,35.11,37.13,42.58,43.76,46.02,194.63,194.63,194.63,194.63,194.63,194.63
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority928,SDS,FirstMilePriority,928,32.71,32.71,33.34,35.63,37.67,43.18,44.4,46.73,197.12,197.12,197.12,197.12,197.12,197.12
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority944,SDS,FirstMilePriority,944,33.18,33.18,33.79,36.08,38.21,43.82,45.07,47.41,199.76,199.76,199.76,199.76,199.76,199.76
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority960,SDS,FirstMilePriority,960,33.64,33.64,34.26,36.64,38.75,44.51,45.74,48.13,202.28,202.28,202.28,202.28,202.28,202.28
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority976,SDS,FirstMilePriority,976,34.1,34.1,34.74,37.16,39.32,45.19,46.44,48.86,204.89,204.89,204.89,204.89,204.89,204.89
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority992,SDS,FirstMilePriority,992,34.62,34.62,35.26,37.68,39.88,45.83,47.15,49.62,207.43,207.43,207.43,207.43,207.43,207.43
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority1008,SDS,FirstMilePriority,1008,35.05,35.05,35.68,38.2,40.42,46.46,47.77,50.29,209.98,209.98,209.98,209.98,209.98,209.98
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority1024,SDS,FirstMilePriority,1024,35.46,35.46,36.16,38.7,40.96,47.09,48.41,50.96,212.63,212.63,212.63,212.63,212.63,212.63
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority1040,SDS,FirstMilePriority,1040,35.93,35.93,36.58,39.17,41.46,47.7,49.07,51.65,215.17,215.17,215.17,215.17,215.17,215.17
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority1056,SDS,FirstMilePriority,1056,36.34,36.34,37.06,39.64,42.01,48.35,49.73,52.34,217.68,217.68,217.68,217.68,217.68,217.68
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority1072,SDS,FirstMilePriority,1072,36.78,36.78,37.5,40.15,42.5,48.97,50.33,53.03,220.34,220.34,220.34,220.34,220.34,220.34
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority1088,SDS,FirstMilePriority,1088,37.24,37.24,37.97,40.63,43.06,49.56,50.99,53.7,222.88,222.88,222.88,222.88,222.88,222.88
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority1104,SDS,FirstMilePriority,1104,37.68,37.68,38.39,41.1,43.58,50.18,51.62,54.41,225.44,225.44,225.44,225.44,225.44,225.44
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority1120,SDS,FirstMilePriority,1120,38.12,38.12,38.88,41.63,44.09,50.86,52.32,55.12,228.02,228.02,228.02,228.02,228.02,228.02
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB416,USPS,USPS_Over_1LB,416,18.26,18.26,18.54,19.67,20.64,23.32,23.93,25.02,113.18,113.18,113.18,113.18,113.18,113.18
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB432,USPS,USPS_Over_1LB,432,18.52,18.52,18.79,19.96,20.98,23.74,24.32,25.48,116.09,116.09,116.09,116.09,116.09,116.09
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB448,USPS,USPS_Over_1LB,448,18.78,18.78,19.06,20.23,21.28,24.13,24.74,25.93,118.94,118.94,118.94,118.94,118.94,118.94
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB464,USPS,USPS_Over_1LB,464,19.02,19.02,19.32,20.56,21.61,24.5,25.14,26.34,121.74,121.74,121.74,121.74,121.74,121.74
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB480,USPS,USPS_Over_1LB,480,19.25,19.25,19.6,20.81,21.9,24.9,25.54,26.81,124.5,124.5,124.5,124.5,124.5,124.5
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB496,USPS,USPS_Over_1LB,496,19.51,19.51,19.84,21.1,22.19,25.25,25.96,27.2,127.21,127.21,127.21,127.21,127.21,127.21
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB512,USPS,USPS_Over_1LB,512,19.74,19.74,20.06,21.36,22.49,25.63,26.34,27.62,129.92,129.92,129.92,129.92,129.92,129.92
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB528,USPS,USPS_Over_1LB,528,19.99,19.99,20.36,21.66,22.84,26.02,26.7,28.04,132.6,132.6,132.6,132.6,132.6,132.6
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB544,USPS,USPS_Over_1LB,544,20.23,20.23,20.58,21.94,23.12,26.42,27.14,28.48,135.3,135.3,135.3,135.3,135.3,135.3
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB560,USPS,USPS_Over_1LB,560,20.53,20.53,20.86,22.21,23.44,26.81,27.52,28.93,137.95,137.95,137.95,137.95,137.95,137.95
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB576,USPS,USPS_Over_1LB,576,23.04,23.04,23.42,24.83,26.05,29.48,30.2,31.63,140.52,140.52,140.52,140.52,140.52,140.52
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB592,USPS,USPS_Over_1LB,592,23.47,23.47,23.87,25.32,26.58,30.12,30.88,32.33,143.05,143.05,143.05,143.05,143.05,143.05
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB608,USPS,USPS_Over_1LB,608,23.92,23.92,24.32,25.78,27.1,30.73,31.51,32.99,145.66,145.66,145.66,145.66,145.66,145.66
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB624,USPS,USPS_Over_1LB,624,24.34,24.34,24.74,26.27,27.62,31.36,32.16,33.71,148.26,148.26,148.26,148.26,148.26,148.26
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB640,USPS,USPS_Over_1LB,640,24.8,24.8,25.19,26.76,28.18,31.97,32.78,34.38,150.82,150.82,150.82,150.82,150.82,150.82
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB656,USPS,USPS_Over_1LB,656,25.2,25.2,25.64,27.24,28.68,32.6,33.42,35.05,153.4,153.4,153.4,153.4,153.4,153.4
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB672,USPS,USPS_Over_1LB,672,25.67,25.67,26.09,27.73,29.22,33.22,34.08,35.74,155.95,155.95,155.95,155.95,155.95,155.95
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB688,USPS,USPS_Over_1LB,688,26.11,26.11,26.53,28.24,29.71,33.83,34.7,36.43,158.54,158.54,158.54,158.54,158.54,158.54
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB704,USPS,USPS_Over_1LB,704,26.54,26.54,26.99,28.72,30.25,34.45,35.34,37.1,161.06,161.06,161.06,161.06,161.06,161.06
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB720,USPS,USPS_Over_1LB,720,26.99,26.99,27.46,29.22,30.78,35.09,36.0,37.76,163.69,163.69,163.69,163.69,163.69,163.69
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB736,USPS,USPS_Over_1LB,736,27.44,27.44,27.9,29.7,31.3,35.68,36.64,38.44,166.25,166.25,166.25,166.25,166.25,166.25
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB752,USPS,USPS_Over_1LB,752,27.86,27.86,28.33,30.17,31.81,36.29,37.3,39.14,168.85,168.85,168.85,168.85,168.85,168.85
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB768,USPS,USPS_Over_1LB,768,28.26,28.26,28.76,30.71,32.33,36.92,37.91,39.83,171.36,171.36,171.36,171.36,171.36,171.36
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB784,USPS,USPS_Over_1LB,784,28.73,28.73,29.24,31.18,32.86,37.54,38.56,40.5,173.99,173.99,173.99,173.99,173.99,173.99
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB800,USPS,USPS_Over_1LB,800,29.2,29.2,29.69,31.63,33.4,38.17,39.19,41.2,176.56,176.56,176.56,176.56,176.56,176.56
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB816,USPS,USPS_Over_1LB,816,29.6,29.6,30.13,32.15,33.91,38.8,39.84,41.88,179.1,179.1,179.1,179.1,179.1,179.1
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB832,USPS,USPS_Over_1LB,832,30.06,30.06,30.58,32.64,34.45,39.41,40.49,42.56,181.7,181.7,181.7,181.7,181.7,181.7
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB848,USPS,USPS_Over_1LB,848,30.52,30.52,31.06,33.13,34.99,40.04,41.18,43.26,184.3,184.3,184.3,184.3,184.3,184.3
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB864,USPS,USPS_Over_1LB,864,30.94,30.94,31.52,33.61,35.53,40.69,41.82,43.92,186.86,186.86,186.86,186.86,186.86,186.86
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB880,USPS,USPS_Over_1LB,880,31.38,31.38,31.97,34.15,36.04,41.3,42.48,44.62,189.38,189.38,189.38,189.38,189.38,189.38
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB896,USPS,USPS_Over_1LB,896,31.82,31.82,32.41,34.64,36.55,41.93,43.12,45.32,191.98,191.98,191.98,191.98,191.98,191.98
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB912,USPS,USPS_Over_1LB,912,32.3,32.3,32.87,35.11,37.13,42.58,43.76,46.02,194.63,194.63,194.63,194.63,194.63,194.63
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB928,USPS,USPS_Over_1LB,928,32.71,32.71,33.34,35.63,37.67,43.18,44.4,46.73,197.12,197.12,197.12,197.12,197.12,197.12
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB944,USPS,USPS_Over_1LB,944,33.18,33.18,33.79,36.08,38.21,43.82,45.07,47.41,199.76,199.76,199.76,199.76,199.76,199.76
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB960,USPS,USPS_Over_1LB,960,33.64,33.64,34.26,36.64,38.75,44.51,45.74,48.13,202.28,202.28,202.28,202.28,202.28,202.28
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB976,USPS,USPS_Over_1LB,976,34.1,34.1,34.74,37.16,39.32,45.19,46.44,48.86,204.89,204.89,204.89,204.89,204.89,204.89
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB992,USPS,USPS_Over_1LB,992,34.62,34.62,35.26,37.68,39.88,45.83,47.15,49.62,207.43,207.43,207.43,207.43,207.43,207.43
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB1008,USPS,USPS_Over_1LB,1008,35.05,35.05,35.68,38.2,40.42,46.46,47.77,50.29,209.98,209.98,209.98,209.98,209.98,209.98
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB1024,USPS,USPS_Over_1LB,1024,35.46,35.46,36.16,38.7,40.96,47.09,48.41,50.96,212.63,212.63,212.63,212.63,212.63,212.63
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB1040,USPS,USPS_Over_1LB,1040,35.93,35.93,36.58,39.17,41.46,47.7,49.07,51.65,215.17,215.17,215.17,215.17,215.17,215.17
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB1056,USPS,USPS_Over_1LB,1056,36.34,36.34,37.06,39.64,42.01,48.35,49.73,52.34,217.68,217.68,217.68,217.68,217.68,217.68
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB1072,USPS,USPS_Over_1LB,1072,36.78,36.78,37.5,40.15,42.5,48.97,50.33,53.03,220.34,220.34,220.34,220.34,220.34,220.34
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB1088,USPS,USPS_Over_1LB,1088,37.24,37.24,37.97,40.63,43.06,49.56,50.99,53.7,222.88,222.88,222.88,222.88,222.88,222.88
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB1104,USPS,USPS_Over_1LB,1104,37.68,37.68,38.39,41.1,43.58,50.18,51.62,54.41,225.44,225.44,225.44,225.44,225.44,225.44
,,,,,,,,,,,,,,,,,,,,,USPS_Over_1LB1120,USPS,USPS_Over_1LB,1120,38.12,38.12,38.88,41.63,44.09,50.86,52.32,55.12,228.02,228.02,228.02,228.02,228.02,228.02
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited416,SDS,FirstMileExpedited,416,18.26,18.26,18.54,19.67,20.64,23.32,23.93,25.02,113.18,113.18,113.18,113.18,113.18,113.18
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited432,SDS,FirstMileExpedited,432,18.52,18.52,18.79,19.96,20.98,23.74,24.32,25.48,116.09,116.09,116.09,116.09,116.09,116.09
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited448,SDS,FirstMileExpedited,448,18.78,18.78,19.06,20.23,21.28,24.13,24.74,25.93,118.94,118.94,118.94,118.94,118.94,118.94
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited464,SDS,FirstMileExpedited,464,19.02,19.02,19.32,20.56,21.61,24.5,25.14,26.34,121.74,121.74,121.74,121.74,121.74,121.74
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited480,SDS,FirstMileExpedited,480,19.25,19.25,19.6,20.81,21.9,24.9,25.54,26.81,124.5,124.5,124.5,124.5,124.5,124.5
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited496,SDS,FirstMileExpedited,496,19.51,19.51,19.84,21.1,22.19,25.25,25.96,27.2,127.21,127.21,127.21,127.21,127.21,127.21
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited512,SDS,FirstMileExpedited,512,19.74,19.74,20.06,21.36,22.49,25.63,26.34,27.62,129.92,129.92,129.92,129.92,129.92,129.92
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited528,SDS,FirstMileExpedited,528,19.99,19.99,20.36,21.66,22.84,26.02,26.7,28.04,132.6,132.6,132.6,132.6,132.6,132.6
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited544,SDS,FirstMileExpedited,544,20.23,20.23,20.58,21.94,23.12,26.42,27.14,28.48,135.3,135.3,135.3,135.3,135.3,135.3
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited560,SDS,FirstMileExpedited,560,20.53,20.53,20.86,22.21,23.44,26.81,27.52,28.93,137.95,137.95,137.95,137.95,137.95,137.95
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited576,SDS,FirstMileExpedited,576,23.04,23.04,23.42,24.83,26.05,29.48,30.2,31.63,140.52,140.52,140.52,140.52,140.52,140.52
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited592,SDS,FirstMileExpedited,592,23.47,23.47,23.87,25.32,26.58,30.12,30.88,32.33,143.05,143.05,143.05,143.05,143.05,143.05
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited608,SDS,FirstMileExpedited,608,23.92,23.92,24.32,25.78,27.1,30.73,31.51,32.99,145.66,145.66,145.66,145.66,145.66,145.66
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited624,SDS,FirstMileExpedited,624,24.34,24.34,24.74,26.27,27.62,31.36,32.16,33.71,148.26,148.26,148.26,148.26,148.26,148.26
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited640,SDS,FirstMileExpedited,640,24.8,24.8,25.19,26.76,28.18,31.97,32.78,34.38,150.82,150.82,150.82,150.82,150.82,150.82
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited656,SDS,FirstMileExpedited,656,25.2,25.2,25.64,27.24,28.68,32.6,33.42,35.05,153.4,153.4,153.4,153.4,153.4,153.4
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited672,SDS,FirstMileExpedited,672,25.67,25.67,26.09,27.73,29.22,33.22,34.08,35.74,155.95,155.95,155.95,155.95,155.95,155.95
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited688,SDS,FirstMileExpedited,688,26.11,26.11,26.53,28.24,29.71,33.83,34.7,36.43,158.54,158.54,158.54,158.54,158.54,158.54
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited704,SDS,FirstMileExpedited,704,26.54,26.54,26.99,28.72,30.25,34.45,35.34,37.1,161.06,161.06,161.06,161.06,161.06,161.06
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited720,SDS,FirstMileExpedited,720,26.99,26.99,27.46,29.22,30.78,35.09,36.0,37.76,163.69,163.69,163.69,163.69,163.69,163.69
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited736,SDS,FirstMileExpedited,736,27.44,27.44,27.9,29.7,31.3,35.68,36.64,38.44,166.25,166.25,166.25,166.25,166.25,166.25
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited752,SDS,FirstMileExpedited,752,27.86,27.86,28.33,30.17,31.81,36.29,37.3,39.14,168.85,168.85,168.85,168.85,168.85,168.85
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited768,SDS,FirstMileExpedited,768,28.26,28.26,28.76,30.71,32.33,36.92,37.91,39.83,171.36,171.36,171.36,171.36,171.36,171.36
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited784,SDS,FirstMileExpedited,784,28.73,28.73,29.24,31.18,32.86,37.54,38.56,40.5,173.99,173.99,173.99,173.99,173.99,173.99
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited800,SDS,FirstMileExpedited,800,29.2,29.2,29.69,31.63,33.4,38.17,39.19,41.2,176.56,176.56,176.56,176.56,176.56,176.56
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited816,SDS,FirstMileExpedited,816,29.6,29.6,30.13,32.15,33.91,38.8,39.84,41.88,179.1,179.1,179.1,179.1,179.1,179.1
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited832,SDS,FirstMileExpedited,832,30.06,30.06,30.58,32.64,34.45,39.41,40.49,42.56,181.7,181.7,181.7,181.7,181.7,181.7
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited848,SDS,FirstMileExpedited,848,30.52,30.52,31.06,33.13,34.99,40.04,41.18,43.26,184.3,184.3,184.3,184.3,184.3,184.3
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited864,SDS,FirstMileExpedited,864,30.94,30.94,31.52,33.61,35.53,40.69,41.82,43.92,186.86,186.86,186.86,186.86,186.86,186.86
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited880,SDS,FirstMileExpedited,880,31.38,31.38,31.97,34.15,36.04,41.3,42.48,44.62,189.38,189.38,189.38,189.38,189.38,189.38
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited896,SDS,FirstMileExpedited,896,31.82,31.82,32.41,34.64,36.55,41.93,43.12,45.32,191.98,191.98,191.98,191.98,191.98,191.98
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited912,SDS,FirstMileExpedited,912,32.3,32.3,32.87,35.11,37.13,42.58,43.76,46.02,194.63,194.63,194.63,194.63,194.63,194.63
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited928,SDS,FirstMileExpedited,928,32.71,32.71,33.34,35.63,37.67,43.18,44.4,46.73,197.12,197.12,197.12,197.12,197.12,197.12
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited944,SDS,FirstMileExpedited,944,33.18,33.18,33.79,36.08,38.21,43.82,45.07,47.41,199.76,199.76,199.76,199.76,199.76,199.76
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited960,SDS,FirstMileExpedited,960,33.64,33.64,34.26,36.64,38.75,44.51,45.74,48.13,202.28,202.28,202.28,202.28,202.28,202.28
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited976,SDS,FirstMileExpedited,976,34.1,34.1,34.74,37.16,39.32,45.19,46.44,48.86,204.89,204.89,204.89,204.89,204.89,204.89
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited992,SDS,FirstMileExpedited,992,34.62,34.62,35.26,37.68,39.88,45.83,47.15,49.62,207.43,207.43,207.43,207.43,207.43,207.43
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited1008,SDS,FirstMileExpedited,1008,35.05,35.05,35.68,38.2,40.42,46.46,47.77,50.29,209.98,209.98,209.98,209.98,209.98,209.98
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited1024,SDS,FirstMileExpedited,1024,35.46,35.46,36.16,38.7,40.96,47.09,48.41,50.96,212.63,212.63,212.63,212.63,212.63,212.63
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited1040,SDS,FirstMileExpedited,1040,35.93,35.93,36.58,39.17,41.46,47.7,49.07,51.65,215.17,215.17,215.17,215.17,215.17,215.17
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited1056,SDS,FirstMileExpedited,1056,36.34,36.34,37.06,39.64,42.01,48.35,49.73,52.34,217.68,217.68,217.68,217.68,217.68,217.68
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited1072,SDS,FirstMileExpedited,1072,36.78,36.78,37.5,40.15,42.5,48.97,50.33,53.03,220.34,220.34,220.34,220.34,220.34,220.34
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited1088,SDS,FirstMileExpedited,1088,37.24,37.24,37.97,40.63,43.06,49.56,50.99,53.7,222.88,222.88,222.88,222.88,222.88,222.88
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited1104,SDS,FirstMileExpedited,1104,37.68,37.68,38.39,41.1,43.58,50.18,51.62,54.41,225.44,225.44,225.44,225.44,225.44,225.44
,,,,,,,,,,,,,,,,,,,,,FirstMileExpedited1120,SDS,FirstMileExpedited,1120,38.12,38.12,38.88,41.63,44.09,50.86,52.32,55.12,228.02,228.02,228.02,228.02,228.02,228.02
,,,,,,,,,,,,,,,,,,,,,FirstMileGround416,SDS,FirstMileGround,416,18.26,18.26,18.54,19.67,20.64,23.32,23.93,25.02,113.18,113.18,113.18,113.18,113.18,113.18
,,,,,,,,,,,,,,,,,,,,,FirstMileGround432,SDS,FirstMileGround,432,18.52,18.52,18.79,19.96,20.98,23.74,24.32,25.48,116.09,116.09,116.09,116.09,116.09,116.09
,,,,,,,,,,,,,,,,,,,,,FirstMileGround448,SDS,FirstMileGround,448,18.78,18.78,19.06,20.23,21.28,24.13,24.74,25.93,118.94,118.94,118.94,118.94,118.94,118.94
,,,,,,,,,,,,,,,,,,,,,FirstMileGround464,SDS,FirstMileGround,464,19.02,19.02,19.32,20.56,21.61,24.5,25.14,26.34,121.74,121.74,121.74,121.74,121.74,121.74
,,,,,,,,,,,,,,,,,,,,,FirstMileGround480,SDS,FirstMileGround,480,19.25,19.25,19.6,20.81,21.9,24.9,25.54,26.81,124.5,124.5,124.5,124.5,124.5,124.5
,,,,,,,,,,,,,,,,,,,,,FirstMileGround496,SDS,FirstMileGround,496,19.51,19.51,19.84,21.1,22.19,25.25,25.96,27.2,127.21,127.21,127.21,127.21,127.21,127.21
,,,,,,,,,,,,,,,,,,,,,FirstMileGround512,SDS,FirstMileGround,512,19.74,19.74,20.06,21.36,22.49,25.63,26.34,27.62,129.92,129.92,129.92,129.92,129.92,129.92
,,,,,,,,,,,,,,,,,,,,,FirstMileGround528,SDS,FirstMileGround,528,19.99,19.99,20.36,21.66,22.84,26.02,26.7,28.04,132.6,132.6,132.6,132.6,132.6,132.6
,,,,,,,,,,,,,,,,,,,,,FirstMileGround544,SDS,FirstMileGround,544,20.23,20.23,20.58,21.94,23.12,26.42,27.14,28.48,135.3,135.3,135.3,135.3,135.3,135.3
